품명,가격,링크
IGNIQ 리트 올인원 PC 27A,"469,000원",https://cr.shopping.naver.com/adcr.nhn?x=nLH%2Bd8%2B90cYXU1ScEYmcFf%2F%2F%2Fw%3D%3DstcraSY5kd2faGw0w5eMNIxP2OmW5lFfoZG4WIg0xlCkJWpGMBUsxdF5XP77eIoc%2B3aC8%2B%2BY0G1cG5pQiMvNttxjujbgLZucyar%2F5QpbyHGDcJO63nhdY8W2HBBNKJs%2FAVw%2B8plaevctZQtW5w0KV4UgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMU5McaAJFqsvEl33niS6gw%2BjznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKZAmxtFpN2UuNNdmcBT2MMVqAW3Mlr7y56XUUvh6vaCRzy9zNbLUva%2B9ilVM0wQ4H4J4G97WYkmQQf1S3XP9gQSy%2Fg%2B%2FSRal1BwobMCCgGuXYA1jLXETGQ7ZkOX1%2BsvZ%2BwDqNUfPwncmFf8UJ0uV%2Ba%2FyN00ZRYCbzW8b%2BgLpq9PHAycnGmuyo3Lgb%2B3LkP5U%2BhWQQjzVLm9vjEZM3iiagKdicchwRNwmJ84TyxvjggzFWmQEd%2ByGzbmGi0HU6bgOb8mBBDErqoED%2B%2BuWXx8or6THICEQpPL7Rm%2B2fyhjEhHR&nvMid=25986977522&catId=50001737
한성컴퓨터 TFG MX9465S,"878,000원",https://cr.shopping.naver.com/adcr.nhn?x=%2FsDLBh%2BH7W7L19B2IG%2BeFv%2F%2F%2Fw%3D%3DsqqvV9EYOXfAaLGJ%2BdN79RWz3a040KEkRvQggut%2BjKmQLcOE8RM8PO3gzU7JthB1I1a50o7f9EQI8T4%2Fu96ie5VQDpKJ%2Fi%2BswTsiajZrDWEqeXBUUpsOH4RKab1IzrkdnU2NpNpNO2fFlbvy4%2FEzaftyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMBxcUysl48vmdIbyXBA5ihgaZ0nnAVhxOzWkWhE1Az4KLXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPL%2BAWsEiAXCJNyQJqYboPRT%2Bb31Oq30%2F8kg7FydGV0GBV36ogsAbT2GMBHUreotiQDXMF2h8Oj%2BqGBCWJY6fHG%2Fwas2PK0RF1xq7uv9pHXEt0eJsRaz4drYSEelqJ%2Be8hzwOPOjAj%2Bcj%2FVOj20qGANWXaludd08Wsz4UAOVjCHmyNVSxC%2BI4y%2F2G71d1V%2FqBC8NqaKb5OR8crY265r4LmMR%2Bsn0ypO8YdxiP%2Fnf1uuOJaNy4Hte6%2B439qXiJzm5EgXIdAapmxSpVa0qyjHQqlJ0GruH08DlKshetxY8KUEZb&nvMid=21969043782&catId=50001737
한성컴퓨터 AX12505,"599,000원",https://cr.shopping.naver.com/adcr.nhn?x=ICpcqwAFSkgtWJ0VF%2BoGW%2F%2F%2F%2Fw%3D%3DsjGRN8Y3oh4ud%2Fozu9roB4xrVjnhyTNR8xeYk1NurRnULcOE8RM8PO3gzU7JthB1Inr4jCrymVkMRhBJJ5R8ddthZ28euCsC9zpYjjTt8Gk2eXBUUpsOH4RKab1IzrkdnU2NpNpNO2fFlbvy4%2FEzaftyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMBlrWZskKbSlQLC5NLPhdZAjviF6XPgt2iE3aC7c7MEBTXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPMPKREF9vSydLt2813ZSJZmhLGyApL6sWpBxkvxmgSEnV36ogsAbT2GMBHUreotiQPaHJtHffLY2gFtkh%2BjLq117Q2dGIAEm00Nh9TLB%2Bc3x0VUPuWm9hgEJVqfQDM%2B5EKnOvEB9HppAWNzzmvwnn1R2pTMEcfGaLQxIw2OAP3ZftVGopLIrl7h703DhkKCwGa2powcAmSPQMAleJgk1kJkeS%2FvC93t4mkII8OIROxNfyNpMxKsKpFILP4yP239abVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=30929867619&catId=50001737
삼성전자 올인원PC 일체형PC 24인치 데스크탑 컴퓨터 NVMe SSD 탑재,"598,000원",https://cr.shopping.naver.com/adcr.nhn?x=KSdqFGu0vqaBrf7mlKW25P%2F%2F%2Fw%3D%3DsW5eHJE6d4Oa7oedrUK2yYNpu8MrRLjHP%2FXgLs85u4%2Flq0EKTZhqu5IgUdSEfnCz27%2BkOfrU5Z6b2v8HQ6CF54g167TwTbjjZGzk2nk729fInMEWxh3bBIMoAjkbgPOghfj4ngY9JzUwuc%2F3gerAPPDaSZny%2B1MgSfJG5ocTRQNj1rIvubP2%2F%2BNF2sTRY2hEVUS%2FRFMx6LuEBqmr0NB3dkr9nMdrmgpsoxzEFfmxL2h3ffisv5tHfoGFh7RH%2BtSaOAFJNLWxG%2Fj2gEfGb7GroeNrKvlwFP4Bz%2B%2BWjK7PrsE9g%2Fm2JFK3uYk9odtFP35MOh4gop7nbvOFvgN4InREmIwZRzz%2B9iZkKyOKDHyF2DSy3iYOFDxwnAesUU0tgTlbsLUfq9SiQWgclwhztb%2BsSVtGCMcBSMxBOvjSENZz8Sje5Rt4LAd7cU4zCbrZZTdvK7qXPRsV%2B35xQ4t%2Fr3qZcKW9mzHkfh4%2BeKNtWc4i4NjTkND5nfYN%2FpIkFJwpbDinAN5uvguXTV%2FMlaSJpFISRjE9ca%2BUHLzfr9GnD1Fyufu0VMFSwdI4oy7daPBMdOpzEImccJ7AZUlLHPVncOgAWLJnCCzw8s0LAomZZRwEJcZzoS2unw3GHyRDQFVkRZguvBq7h9PA5SrIXrcWPClBGWw%3D%3D&nvMid=83110531512&catId=50001737
삼성 데스크탑 5 인텔 11세대 i5 CPU 사무용PC 게이밍컴퓨터,"799,000원",https://cr.shopping.naver.com/adcr.nhn?x=yVDI0tgOZYj2QJF3uoApzP%2F%2F%2Fw%3D%3Ds0jjqnH%2Be4NqCT7PioNXEP3HQNUakAOFB4xwEa6RPr58JWpGMBUsxdF5XP77eIoc%2BuZhE%2FXQrpAC7LwwQryBFokHVZjA4GZZ6PguZPRWhi1XcJO63nhdY8W2HBBNKJs%2FAVw%2B8plaevctZQtW5w0KV4YZYgwI2fs40XR%2FERq%2FGNyfWK4fiV391hyKbNzjTTmNIY9lYCjsuPhCmGNeaTE%2FLB5SeRdGptJUTrOCMmklm%2Brj84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclIJM2237vKLh0Yv%2FjhpbLhg4RudcREVua6JIpulzB2Sqf5S5ycDGuwbfEdv1A6kKwkYtjpQYGQp%2BSEvMVvMInBwYXU40hzl%2FltUHWv6JHNXBRosSxf1yyKNJbOFUwLZfa%2FanUV57GzINsPESB6HKcMFcnHpW698ZwUQW0rXJR4dBf%2BfEx1chs0gElkDhb3PE%2BJwCWx%2BubzoCl%2FqpseBJap%2FVgx59ArWL%2FJCWgfBlzv%2BpCGUTiu7hRVjA7unqTfaX7lpIAFqGmEp%2BNmHZnqgV6wXBPrV5VNlMQQ83uoXM%2FTCm1mrS5jlmgVCjWAdPJxbcHffYyAAZl0VBAEtyxo4dixrke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=82579653691&catId=50001737
삼성전자 올인원PC 일체형PC i5 윈도우탑재 데스크탑 컴퓨터,"1,149,000원",https://cr.shopping.naver.com/adcr.nhn?x=qCT2Y6nBqL6vTTKgLsCIsv%2F%2F%2Fw%3D%3DsRldaKgzf2TUyj1jmQjmV5NSbn%2FGB3YVXekDhwBIO9Ylq0EKTZhqu5IgUdSEfnCz2Hsa5c18tnpEwEz6c9NVHyQ167TwTbjjZGzk2nk729fInMEWxh3bBIMoAjkbgPOghfj4ngY9JzUwuc%2F3gerAPPDaSZny%2B1MgSfJG5ocTRQNj1rIvubP2%2F%2BNF2sTRY2hEV%2BuFclCZnpzyJiAxeCbQB9r9nMdrmgpsoxzEFfmxL2h3ffisv5tHfoGFh7RH%2BtSaOAFJNLWxG%2Fj2gEfGb7GroeCMcW3zgfEYV3tqQA9sPoEKsBRhhU4s7SphmlbutsRWgh4gop7nbvOFvgN4InREmI0xTaErtwrQU7B8kGle6OTdjBvZOdr9e1%2FZ4EDVCxFvVLUfq9SiQWgclwhztb%2BsSVtGCMcBSMxBOvjSENZz8SjfwDazSPPCWx4e1ijJm50ojADrv1xac%2Bnzj2tSEsmga00Hqtk0C%2FUTOklaa7pdh8LvVgx59ArWL%2FJCWgfBlzv%2BpAmOnMwYkItWUdEwiODDRBgfpn2vzpHZ6SvD9p%2F8%2BhwQVMsbcaeWjTaZV0%2FnCN4bDQWo955QC%2B1WaBKbfGradaBAiHHLR41B7zCBB3ZMFTFFXc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=83109585527&catId=50001737
한성컴퓨터 MX12505,"1,159,000원",https://cr.shopping.naver.com/adcr.nhn?x=zgq%2FALwwoTiM5BcRF5UuvP%2F%2F%2Fw%3D%3DsGvJVDQNw%2BcrZlIaTcq4DEIh3jrxAYl1uqcEsZctCjv8JWpGMBUsxdF5XP77eIoc%2BUHIb6uFe%2F8gwlFQtCr8Vqp3Rgpkcxvzb3QrCUNlvo5%2FcJO63nhdY8W2HBBNKJs%2FAVw%2B8plaevctZQtW5w0KV4UgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUWaXcFoB9aLYh7HxmhnJsHDznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKZtUrQGj8x49AA%2BfoMgzpMMaDJJVFkW8AHiiwbX2zK7Nzy9zNbLUva%2B9ilVM0wQ4H4UPRU8ZTw6uFt7R0H4DuVndcKGS8K3v9HOi3wvF0LzmTOlR8OeVZwE10qC0Hk0gnmK%2BhqYexn4rRpKEqxv5FP0jc7lSYzHNGAy2esw5yfrhgpt6lP1UGlPPF3NWxaCx64gN%2F1NgM4LgvOAJ6Euy6vkNuu%2BWZCYEIT%2Ff1z3vr1r4EG4dtuy18cBXysGe4mAZXFdznR4EhPC6BI08fc6TT2xWkbDrUFJ2hBG8QaB8WVzn&nvMid=30929727618&catId=50001737
IGNIQ 리트 올인원PC 27B,"599,000원",https://cr.shopping.naver.com/adcr.nhn?x=bQ5zCc8gUws9jLAy2mHzHf%2F%2F%2Fw%3D%3DsmJJJtZEnKF1jlKUeJvSkY%2BMkWwckDV4gJEZsvBAFrB4LcOE8RM8PO3gzU7JthB1IVdykwpFFLKmew9hAPh1%2Bf49wnpmtnM9oEW%2ByqSEEGI6eXBUUpsOH4RKab1IzrkdnU2NpNpNO2fFlbvy4%2FEzaftyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMB%2FBbtGpl2mG57vyH9B5a%2FwSucKVMqs50fLPJsURCOAcbXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPFWSytqJ9wShuPY9%2F9BmP4PJgzkf0sdHY8Z6ekWA4A93V36ogsAbT2GMBHUreotiQHp%2BkW33d7m4A4VVPcsehAqyYRJOQaOhWsIBxJ4bBraUsPOfdzkfq%2BKsVKCdbkop2hkbPcKnajdA1Xek9Yugz8zMzIaQ%2F7mkIMngUObb%2BY4fj9k5a2v9hmTogrv09RkvaBovBDDwO8YS%2BeyzXLa%2F3c0NauEcRynSn%2F8orOK7nc90Sld6f%2BC7RlVt6IW3Sc5YnP9FeUtp0d66jUsrqYvK4o1Xc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=30930657618&catId=50001737
한성컴퓨터 TFG AX12506,"1,399,000원",https://cr.shopping.naver.com/adcr.nhn?x=7kLOYPm4EQ4JKVaHCcnOQ%2F%2F%2F%2Fw%3D%3DsN98xkCE0UzROYh1kB6u7g1NFSgPt9crW9lMDPuMxHbpq0EKTZhqu5IgUdSEfnCz2PAw8Yh6f2hVGf0yE97Q76A167TwTbjjZGzk2nk729fInMEWxh3bBIMoAjkbgPOghfj4ngY9JzUwuc%2F3gerAPPMi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnq%2FlA5vCj2a%2F6mlg4w0W663%2FkLxQseUvuXN%2FfaD%2FOo3jRJ6BdCe7IAGLjuCf1CfeZql%2B12vUovjE2zMfdxoP3BI%2BtzpoMdxpjMgpc1l1PiPTvDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqj0MLw%2FTewhqc2hx91cPX5chIW%2Fufm4Ai1g%2Bbn5o8FWgy7RrQx4CkMqIgJzcYx621jT%2BnHjZ3NsyADu9%2BcXQDmKgIX25kXOk%2FUPdTKqFSCOqoT7LSl6BDTCrd%2F3OHkVM0Je%2FNLbYnj8W66AIfi6wL%2BHEpfkoHVYVrExxRLXV%2Fn8skMBZvKGanRlcinwgqn%2BdsA1q4RxHKdKf%2Fyis4rudz3Qw5WJb33Jwz6yKNx6vUj7kMpElaYlReI3rUWZr7YTTs1aFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=30455332618&catId=50001737
한성컴퓨터 TFG AX12708i,"2,859,000원",https://cr.shopping.naver.com/adcr.nhn?x=Ngsk7sAMQ%2BDJd3oP%2BNvY8%2F%2F%2F%2Fw%3D%3DszqgnNsiYgFNrkOfRRCKqWuiW3bbYwsLjkb93nDnskKgJWpGMBUsxdF5XP77eIoc%2BPx667aaUeUdKroBZkPNNn%2Fpe59CoNXnGEUSc0abatrfcJO63nhdY8W2HBBNKJs%2FAVw%2B8plaevctZQtW5w0KV4UgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUvIorEsZxmHLLxvzmxlbROjznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKaNFQkn8go5mKLTA1jBizS6DxHKERekVlLLs4kg6Q9xMzy9zNbLUva%2B9ilVM0wQ4H0u0EjqB0Q%2B2bJZZm%2BF%2FSpHdcKGS8K3v9HOi3wvF0LzmGXFHf3Q%2F4WwBt%2B6hI2rIl0BgK13lsKSf7tSLjXFVPi%2Fmw2tMYbFSBbT5ImbomYBiKiztwES8u6Hp1mThG8ttM6Fhn%2BEj%2BQ3ziN7qT%2F5t%2FJeWWqaDJtf%2BS7LpsN9i8ltoEpDRFNrPmGsO32gX1zb25kf0o9ZfvDjpIds9klXVm24GruH08DlKshetxY8KUEZb&nvMid=30455353618&catId=50001737
한성컴퓨터 AX5506i,"1,668,990원",https://cr.shopping.naver.com/adcr.nhn?x=G%2FUhslslFudXt%2BG784XoPv%2F%2F%2Fw%3D%3DsbX%2Bv31%2Bvls8FNWgXD1D6C6z6lrB0ttT0EUrUlxQxsqsJWpGMBUsxdF5XP77eIoc%2BPr5VJ78mMV282ttv7FEbSXv%2FoHRjeB58scYIapT3LwHcJO63nhdY8W2HBBNKJs%2FAVw%2B8plaevctZQtW5w0KV4UgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUt%2FJpCs1frgjkkEGTFBnW5zznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKXcOAVU5iF2nYVBaSbwU%2BHM392hodERIV8lDegSHYRmlzy9zNbLUva%2B9ilVM0wQ4HyBrQba4mKdtUjEgAiJx1vjdcKGS8K3v9HOi3wvF0LzmsEtZj88zbRTyhNiqTVsmqQbMo3MPmjYCn3YIiBxZncRizMXA7H1V%2BwGj2fq7hdGgKzx4EfNGaQ7bvXKwClUBlYgN%2F1NgM4LgvOAJ6Euy6vlDqH6%2BqN%2FwUUPRvbR8N34napj8tnR0cd6NX%2FD82KoyfldznR4EhPC6BI08fc6TT2xWkbDrUFJ2hBG8QaB8WVzn&nvMid=29486757618&catId=50001737
LG전자 27V70N-FR50K,"1,490,000원",https://cr.shopping.naver.com/adcr.nhn?x=ArNfvOjk5HQAi0zuPzzzMP%2F%2F%2Fw%3D%3DsDsGrSWimkp0JvyQ3O%2Fu8JCagTQPN8hbh3riJc3v5o2sLcOE8RM8PO3gzU7JthB1I%2FfiCnJ5aVcYABMuTaVSEGhwCO3zJ%2FN5wa%2BUSYGnPnO%2BeXBUUpsOH4RKab1IzrkdnU2NpNpNO2fFlbvy4%2FEzaftyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMBZdnSWD70YPj40HbgXjss1B89JBetS5nVRunm5UoRc6zXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPIgLJg9lAmFt4ozGTRy%2FjVDa4FxqFoZpBcvnKQqYvpj%2BV36ogsAbT2GMBHUreotiQLbKkkTXD1qEphL0LFhu40CrdHBtoXAsJcY93TQfc8wBNifbjq9lwtRIpr4isW5NV4Q4x4LOqs%2BS5DfzVA%2F3J9hebn3ZsLDSBwXgWNtRTRkKjuD%2Fque3eWLyV7fXOcSdeDcNfuGhWcDMwQ5WHPMG67nsSeEkHFsJjpOfqezghS4rega17b29Z3yBoTUbx4k4MSsQGMoIcFeSSwBOCxfyuNyCqA6%2BrrPkSkQjk3bFq%2FUy&nvMid=24149626522&catId=50001737
IGNIQ 리트 심플PC 1A(RT-SPP00001),"329,000원",https://cr.shopping.naver.com/adcr.nhn?x=sYRtL8eUFIiQZRVvJLtKK%2F%2F%2F%2Fw%3D%3Ds%2Fghg43mvNa541lApeIkTh7%2FuBZ02cXjuNjGXmoSNJkRq0EKTZhqu5IgUdSEfnCz289Ss%2FJ1mCWbMsSTjqXXZ4w167TwTbjjZGzk2nk729fInMEWxh3bBIMoAjkbgPOghfj4ngY9JzUwuc%2F3gerAPPMi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnq2YjHt7mG60tXfygXJhShOvkLxQseUvuXN%2FfaD%2FOo3jRJ6BdCe7IAGLjuCf1CfeZql%2B12vUovjE2zMfdxoP3BI%2BtzpoMdxpjMgpc1l1PiPTvDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqj3ya35KPMHnTn42qKI9uEIhIW%2Fufm4Ai1g%2Bbn5o8FWgy7RrQx4CkMqIgJzcYx621utsisU6UqWmwcjdlolEOIqgIX25kXOk%2FUPdTKqFSCOqSCtWLsZOsCByx8mVJyvGT1UyPiY7GEezkVE8elC%2BEa35Tq4l%2BV51xR%2FAkDWss6Sqx1l%2BZHP87zp47oBRH9c2zRkFoJSrapJpIYQbbpgV3gfvW2q1ZBpuV%2F%2FvtKUgTGHn6gWGRTTiJ86sWtSV7B1vd02pnxP6z4wXmbd8hJJrRMTLE3uyjB%2FdsGzNM4U1DG8JDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=27804503523&catId=50001737
IGNIQ 비와이 30Y,"1,099,000원",https://cr.shopping.naver.com/adcr.nhn?x=bjGmtewWfvi9aG%2FDKh%2BqFP%2F%2F%2Fw%3D%3Dszrlk53SrXekzvmo5F5xsJDtD%2B3zGE5bfuG77ki1RKPALcOE8RM8PO3gzU7JthB1I%2B%2FWDyCybFNHGpBQO3YQsi7ToyssjBZiEOMLmDlCrFoueXBUUpsOH4RKab1IzrkdnU2NpNpNO2fFlbvy4%2FEzaftyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMBH%2B5XzJ7Sbf7ITv9wC6jUdyucKVMqs50fLPJsURCOAcbXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPGHe4lPxxqrqp1VFKx8RGtldnocKfALvII0AMFvHXeFpV36ogsAbT2GMBHUreotiQP%2Bv0bxUviwOUc4lYYnySzIdqZdrcgc11lkWQyKAuMz8sPOfdzkfq%2BKsVKCdbkop2n66cLv6g%2Fy144Pyu%2BPnZb7mLthOY45X5D9CYrd7ZTZvhUzbt6kd4saFYfv4nUUPBWS%2Bt%2FdW4%2B4bFr14TqdAtemP9ozmdV%2FWs5eTR9VTjChbkDb1ijwOckSu5x2TiJY9EBELBynfj0A1%2FoxiiXeQ8lsOEsHC78VBLnFZh%2FnDobeN&nvMid=31159429618&catId=50001737
삼성전자 일체형 올인원PC 컴퓨터 삼성데스크탑 본체 가정용 사무용 업무용,"859,000원",https://cr.shopping.naver.com/adcr.nhn?x=L7kLqipX9kryFpo0OK2K8P%2F%2F%2Fw%3D%3Dsl%2BLAxizwRwjASXJxosxtdAxw1h9pMEgok0RrrCSQ%2FvRq0EKTZhqu5IgUdSEfnCz2JUsljOpOtHsmNheRMok6CA167TwTbjjZGzk2nk729fInMEWxh3bBIMoAjkbgPOghfj4ngY9JzUwuc%2F3gerAPPDaSZny%2B1MgSfJG5ocTRQNj1rIvubP2%2F%2BNF2sTRY2hEVzAGgfVMm%2Bgt0qgXwrUBt779nMdrmgpsoxzEFfmxL2h3ffisv5tHfoGFh7RH%2BtSaOAFJNLWxG%2Fj2gEfGb7GroeHHLrGTaSNZoLdYBdLjE96O7MZ22jdtd%2B4T6W4Go5R%2Brh4gop7nbvOFvgN4InREmIycvrhNCt21RUiJKcpZdC6PuC1L9QerzYnLADys2IovJLUfq9SiQWgclwhztb%2BsSVkE6%2F0S68RcAtXwJ5QleTVNIU9x6xA4xfCYeQuE28GgToM0%2BbMiDmlQREBHhgJ451qFBt97o0O2gmU7NS%2FPOz6y3ic8dCbLp6lFXlAnu9i2w1OBpYa7RR7oYgbLe81IF96AEgt2Pjm0vKUJPaVWEkpj%2F%2FlGcuDNNfDo2%2FF%2B9lPh9n7ZNvYww5ieT4hbBZRZdMWPopYHI2ezFLWNTZ0Q60p%2FOZveEBMauhMB8VAo1C5gHXZRyfTsYU4tDA%2F0Zv6uKHAau4fTwOUqyF63FjwpQRls%3D&nvMid=83047730265&catId=50001737
IGNIQ 리트 심플PC 1B(RT-SPP00002),"379,000원",https://cr.shopping.naver.com/adcr.nhn?x=1n5sXQXE6sXjyH4zRGWi0%2F%2F%2F%2Fw%3D%3DsNiL%2BgOnnXN%2Fpj01xISH8cl53%2BLl8YDRwyLTtzC9NOacLcOE8RM8PO3gzU7JthB1I773toY0d6Snb3S0BhQPL0sY%2BaFycoy%2BZChmfclQe%2BFmeXBUUpsOH4RKab1IzrkdnU2NpNpNO2fFlbvy4%2FEzaftyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMBbBFvZWjsZT8EujbXR5daVR89JBetS5nVRunm5UoRc6zXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPDEnUKONgei0pJ0F%2BRqx9KJWXAw2ULsU8tuzVL%2Fj14r0V36ogsAbT2GMBHUreotiQHp7Y4ZWCU5iFAYudUQmJ4NiaSl7XXY5KJPkF99nxqYwsPOfdzkfq%2BKsVKCdbkop2hZ86228NZ%2FbgT7kAg0c7GgF0iSgLsFOHN8ydWfR9Q92uwP9L0j7YvHB2OKNn2rLcF1so7bqEbQCe8p2914r1RtB2bk0CMUT3b7oWoETLasgv4YGjJCSIW1IvBxXT1wG9zYVn4d8KTwU27iKJlP%2FOmvPNNYfIi0ISt%2FgILTBbsi7hWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=27804553522&catId=50001737
삼성전자 삼성 DM530ADA-L38A,"889,000원",https://cr.shopping.naver.com/adcr.nhn?x=DXiwYYHgmuGJjKoVGKZzff%2F%2F%2Fw%3D%3DscD%2Fpvki1kzqIXohriJq608DUOjDmHG2NgiBRuxjIfokJWpGMBUsxdF5XP77eIoc%2BHB8bc67GILxBa7juVSdMnmHFOcdJR9CmOdez2F3ZzhzcJO63nhdY8W2HBBNKJs%2FAVw%2B8plaevctZQtW5w0KV4UgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUu9KkDqECYHezWT%2BoSdomrDznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKStDyU4XwSryfo4MYvrIb5CE6DVn1Y%2FyXvlD3gEeJLqvzy9zNbLUva%2B9ilVM0wQ4H6eQba8fMDY44WoBvQc6LI%2By%2Fg%2B%2FSRal1BwobMCCgGuX7n7HmNC%2B%2BLAwFes1d%2BJCjkMS5Mt79WUO5KUskODfnJV8%2Brxm0Ms9zN82RQNMmZfNMgoC0Rc2Dgg%2BBe%2BzGmgYt6Fhn%2BEj%2BQ3ziN7qT%2F5t%2FJd%2FsUjCAlys9KKDOWQqSZVZ%2BpnWExay%2FeH6uEFffMgbqPaSgehchUyzp3hc3HNmR%2FcGruH08DlKshetxY8KUEZb&nvMid=25733882522&catId=50001737
LG전자 24V50N-GR56K,"933,600원",https://cr.shopping.naver.com/adcr.nhn?x=VOaHtEK7f5LGmdVSZzymD%2F%2F%2F%2Fw%3D%3Dsy1ecNQFOfBSgInBlx9dRd2FM6Snr79wHjzjIVB9j6GkJWpGMBUsxdF5XP77eIoc%2B0z7xscXJfe7vMQZ4BvZIHw8ObUnA27%2F0deXLgd15xTncJO63nhdY8W2HBBNKJs%2FAVw%2B8plaevctZQtW5w0KV4UgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUd4o5L0KoY6ouPMtw6HzLNjznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKS7dvWX6qCjwZLqHc6wSumOZ1yINSvdnfTj6Xx8EQaojzy9zNbLUva%2B9ilVM0wQ4H8f5p6MV331dUwYjyfIYLmIGVJjQOIMS03m13YAnzFDQatENZWpzGrFwzg%2Fk7cS5%2BAZKqGE%2BO14zKSfIyZ8KtUXHWX5kc%2FzvOnjugFEf1zbNAmxUiAh1HvLFD1hhsnNKO%2B9barVkGm5X%2F%2B%2B0pSBMYeduVzPuSFwQqwSyoDYd1Z1%2BNKHsctcC4q%2FCjTfR%2FDlsatdUpF7z8QhS%2FTv6G3BE5FQNUJgJp6CUXauCvW7Y5AjN&nvMid=21636199966&catId=50001737
